"what a wicket !!!!!!!!! woohooooo #indvsuae #wontgiveitback #cwc15 #bleedblue","NAG"
"And because of u people there is a boundary created between two religion avoid it and proceed ......","OAG"
"Arandhuti Roy is a person who do not believe in the concept of â€œUnion of
Indiaâ€ and her sovereignty and territorial integrity.  
Mr. Chetan Singh , if NPR introduced by UPA was clear and perfect then why it
was not implemented. Please accept failure in non implementation of NPR by
UPA.","NAG"
"Saurabh Shinde wht does that mean at least he should ist confermed wht the reality is .......","CAG"
"the power makes staunchest of  mony mokrss but called intellectuals, specially the film makers or pseuo politiians but corrupt clerks of uno and accusd of murdering beautyfulwife or pseudo sculars,chang their names and kp hindu names lik dilep,ajit,mahipal---the list is long even what to talk of colours","OAG"
"hahahahahahhahahaha india is trying to entertain there stupid idiot nation","OAG"
"Already you have joined BJP.","CAG"
"Why give importance to her nonsensical utterances? No talks, only arrest her.","NAG"
"Pak didn't mutilate the Soldiers, their weapons did - Great thinker gurmehar Kaur.","CAG"
"I dont completely agree or disagree with sonu ji. Loudspeakers shouldnt be allowed. Plus the argument that same inconvenience is caused isnt fair. Those instances in the hindu festivals are rarely 15-20 days per year. Whereas azaan is given on the loudspeakers EVERYDAY about twice or thrice. But then again it shouldnt be turned into a religion/anti religion debate. Its more about public convenience or noise nuisance.","OAG"
"kumar is becoming like shazia limi. so quit aap and join with her.","OAG"
"India will react by not playing cricket with Pakistan or they ll make a bollywood movie against Pakistan in which they will show their army doing surgical strike... lol","CAG"
"I have a very strong feeling that Jadhav had already been tortured & killed in Pak jail.","OAG"
"Where is Anna ji....hibernating or cursing arvind kejriwal","OAG"
"Some one is also talking along with Rahul Bajaj .,the person is in hurry to leave the launch","CAG"
"Well done for shoting dead the isis worker..but also shot to dead Dhruv Saxena BJP IT cells worker who was arrested red handed being Pakistan's ISI Agent.","CAG"
"B.F of your son Madam.","OAG"
"These garbage media make him more famous by posting crap news related to him.","OAG"
".....in the air... &amp;....dropped... by raina.. technique failed in front of timing. . well try though! ! #indvsuae #cwc15 #wewontgiveitback","NAG"
"Your words is a huge admission that you were, are & will remain irrelevant in this country.  This country no longer supports your version of secularism.","CAG"
"Red Salute Comrade #KanhaiyaKumar #StandWithJNU #JNUonHungerStrike #NeverSettleForSomethingVictoryOrNothing https:// youtu.be/E4B--VNDqCA","NAG"
"56 à¤•à¥€ à¤›à¤¾à¤¤à¥€ à¤µà¤¾à¤²à¥‡ à¤•à¥‹ à¤¬à¥‹à¤²à¥‹
à¤²à¤µ à¤²à¥‡à¤Ÿà¤° à¤²à¤¿à¤–à¤¨à¤¾ à¤¬à¤‚à¤§ à¤•à¤°à¥‡
à¤‰à¤¨à¤•à¥‹ à¤‰à¤¨à¥à¤¹à¥€ à¤•à¥€ à¤­à¤¾à¤·à¤¾ à¤®à¥‡ à¤œà¤µà¤¾à¤¨ à¤¦à¥‡

à¤•à¤¿à¤¸ à¤šà¤¿à¤œ à¤•à¤¾ à¤¦à¤µà¤¾à¤¬ à¤¹à¥‡ à¤®à¥‹à¤¦à¥€ à¤œà¤¿???","CAG"
"Phone sex 09777070288 IAm from Odisha state bhubaneswar iam just 24yr IAm
specialist body Massagboy home services available first demo free service
available","NAG"
"MS Dhoni, Ajinkya Rahane and KL Rahul opted to bat at the nets while Virat Kohli and most of the others players skipped the practice session.","CAG"
"Just listen guys if our Government have accepted the LGBT community why don't
we??? I m A Straight I Still support
[#377Act](http://www.youtube.com/results?search_query=%23377Act)...  
Jese jiski soch...  
Be Real Human beings...dont discriminate Them  
When God Accepted Them They Dont Need Your Acception...ðŸ¤˜","NAG"
"Common man is  getting only 2000 from bank spending his whole day......on the other hands news are coming....in places new Rs.2000 notes in crores of rupees are being seized. ...how some people have received new rs 2000 notes in crores of rupees...what is govt clarification for this ...or some favourable section was provided benefits in advance....","CAG"
"Lol brother what are you talking  about...Ur comments make no sense","OAG"
"Bhai Walk the line aur Revolutionary Road dekho. They have won Academy awards!
Aur inki khujli ho Rahi hai!","NAG"
"Amazing video bhai","NAG"
"Who is shirish kunder..???
As if ppl knows him n will listen to himðŸ˜‚ðŸ˜‚ðŸ˜‚...bolo Jai Shree Ram","CAG"
"à¤®à¥‡à¤°à¥‡ à¤¦à¤²à¤¾à¤² à¤­à¤¾à¤ˆ , à¤¨à¤¿à¤‚à¤¦à¤¾ à¤•à¤°à¤¤à¥‡ à¤¹à¥ˆ à¤•à¥œà¤¾ à¤œà¤¬à¤¾à¤¬ à¤¦à¥‡à¤‚à¤—à¥‡ .... à¤¯à¥‡ à¤¸à¥à¤¨à¤¤à¥‡ à¤¸à¥à¤¨à¤¤à¥‡ à¤•à¤¾à¤¨ à¤ªà¤• à¤—à¤  à¤¹à¥ˆ à¥›à¤°à¤¾ à¤¯à¥‡ à¤¬à¤¤à¤¾ à¤¦à¥‹ à¤•à¤¾à¤°à¤µà¤¾à¤¹à¥€ à¤•à¤¬ à¤¹à¥‹à¤—à¥€ ?????????????","CAG"
"arun  kumar idiot  .......you  don't  worry  kerala","OAG"
"time pass minister'","CAG"
"You people are allergic. Try to be mindful of your words. We need not necessarily hurt other's sentiments.","OAG"
"Why no chutiya liberal & sickular stands for the miseries of Kashmiri Pandits? Why no liberal bukchod returned their awards on their miseries? Why no one shouted slogans in JNU for killing & raping of Kashmiri Pandit women by islamic militants?","CAG"
"Nation building is the duty of everyone in the nation.....each nd every
industry including film industry","NAG"
"How idiotic nd foolish this man is,he is surrounded by music songs nd every noisy things from his childhood now he is lecturing abt noise.....","OAG"
"Best Review bhai","NAG"
"@Toma Akhter Madan I am Hindu...but I respect all religion... also with islam","NAG"
"((((((((Kabir singh affected by phyton spirit.)))))))))","NAG"
"Ha..ha...I don't understand the mentality of such type people...the person who is in the favour of BJP ....who is Villain...,&...the person who is against BJP ....who is hero for u......","CAG"
"Now IT & Pharma participating can we see nifty 9000","NAG"
"Ramachandra Guha the twisted marxist goon has taken over BCCI. No wonder Sehwag has bowed down.","CAG"
"<https://youtu.be/C-lRyevxevA>","NAG"
"tt india 08:24 1.#indvspak 2.#mustwatchmsg 3.#wivire 4.#à¤œà¤¯à¤¹à¤¿à¤¨à¥à¤¦ 5.rega jha 6.#lovedparentsworshipday 7.congrats team india 8.giroud","NAG"
"Dumb vivek i was being sarcastic because modiji had compared a state with 100% literacy to somalia.","OAG"
"Yes.  You already joined RSS??","CAG"
"Thank God he has gone.. He was a really dumb fellow who does that know how to change rules according to conditions..he was like working against Indian interests..","OAG"
"Well said sirðŸ‘Œ","NAG"
"Wht will u debate pathare","NAG"
"Nice dipika...","NAG"
"You are Right Vhaiya.","NAG"
"I respected ur voice...u proved that u r not the follower of Mohd. rafi.....even rafiz could have slaped  on u on this statement.....wat about ur concerts....wat about ur songs wen people play on their weddings....shame","CAG"
"Watched it.. What a Brilliant Romantic Movie after a long time.. Every Actor
has done justice to the character.. Songs are soul of the movie.","NAG"
"Where the so called secular, now all secular become deaf and dumb.","OAG"
"If RBI lowers rate but keeps liquidity tight, transmission cannot happen: Arundhati Bhattacharya","NAG"
"Morons running the country n passing tuglaki rules","OAG"
"Super ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘Œ","NAG"
"arjun reddy was also a morally ethically destructive film ...","NAG"
"Thanks boro thanks","NAG"
"Well said Ahmed Razeen. Appreciated.","NAG"
"Your problem is your religion.., he may be a noble laureate..  Here the question is hard work.  How hard did he work to show the might or the valour of India to the rest of the world like our PM.  His daughter is in films who is ready to act even nude..  So the second thing is our culture and values.  Considering your religion this may be insignificant to you.  But that is another curse on  India.. We have to bear it...","OAG"
"Mandira Chaudhary good","NAG"
"Sonu is right... 
Muslims believe in nirakar philosophy ...
Then y they build mosque with loud speakers... They can do worship allah at home..","CAG"
"Ayushmann khurana nawazuddin siddique rajkumar Rao are really good actors","NAG"
"Bro and sister corector of lifestyle must be kept like human rightly one day
every human well face with angle of death the malakkuulmoouuth then everything
you see in your eye your beautiful face we'll darkness recording be careful
with it behaviour count","NAG"
"Can you provide the list of bjp promises and work status.....?? 
If you can't than plz..Than 1st of all complete your work 
And compare both.....","CAG"
"Yes sahi bola gay in Right","NAG"
"I think chhichore is more realistic.","NAG"
"These udderless party should be kicked out with beef stuffed in their mouth.","OAG"
"where is the road ? ....finance minister is travelling on congress roads ? .....","CAG"
"Life is so harsh ....even good deeds at times gives a big loss !!","CAG"
"Love from bdðŸ’–ðŸ’–ðŸ‡§ðŸ‡©","NAG"
"One bogus is complaining against the other because of jealousy...","OAG"
"Mr Hazare, you are a disgrace and a turncoat!","OAG"
"Ok...that witch boyfriend is creepy as hell. I think he put a spell on the
bearded guy.","NAG"
"At the same time not against polticaly corrupt and black money holders.fake people fake slogans.","OAG"
"Mr.Annaji you dont command any respect now,your hopes of Bharat Ratna is dashed by Arvind Kejriwal and you have been branded as Agent of RSS hence you sleep like Kumbhkarn for 5 year when NDA govt working","CAG"
"I hate both loud speakers whether played by Hindu or MuslimðŸ˜£.","OAG"
"#indvsuae ind won by 9 wkts ind 104/1 (18.5 ovs) rohit sharma* 57 (55) virat kohli 33 (41) uae 102 (31.3 ovs) mohammad tauqir* 2.5-0-21-0","NAG"
"72 million are on prime ?? ha ha ha ....What a joke !! How many 4g VOLTE phones exist in India ??
Feku's disciple Reliance heading for the dustbin.","CAG"
"Amitj Aggar Dear Sir, this is a matter of choice as suggested by you to avoid mistaken identity. Pl let people apply your formula and than see the result.","CAG"
"Sir please review IRU MUGAN ðŸ™ðŸ»ðŸ™ðŸ»","NAG"
"A person whose nothing without electricity and loudspeakers !!!May Allah swt forgive u for your ignorance..and guide u to accept islam .i pray one day muslims wake up to hear your beautiful voice saying the azaan ..","CAG"
"Even we have lost hopes in Anna Hazare....He is not worried about corruption now","CAG"
"Indian Jallikattu Train PM Massacre......?

Killed Gandhi... Father of India....?
Killed 100+ Kashmiri in 2016.....?
Killed 100+ Civilian in 2016
Demonetization.....?

#Pakistan Pl Help......
#UnitedNation Pl Help......
#China Pl Help......","OAG"
